system:index,LST,NDBI,NDVI,NDWI,.geo
789,33.45490219999999,-0.002525636734321273,0.14185699927217274,-0.1728311558862269,"{""type"":""Point"",""coordinates"":[73.05409596748216,33.50743447687649]}"
790,31.431434360000026,-0.03739670085854851,0.18095795889232572,-0.19065544729849423,"{""type"":""Point"",""coordinates"":[73.07577747478946,33.6473174920687]}"
791,25.85664373999998,-0.1758525259158497,0.35149609129301823,-0.3301966888354323,"{""type"":""Point"",""coordinates"":[73.08944783790241,33.75485269913879]}"
792,34.76400386,0.012877823499807572,0.15685390139818894,-0.17819158333627788,"{""type"":""Point"",""coordinates"":[72.93682755973036,33.58566361111389]}"
793,29.749768520000032,-0.12897298033076976,0.30742857142857144,-0.2776215966418916,"{""type"":""Point"",""coordinates"":[72.88398885586054,33.70852239052957]}"
794,31.369910000000004,-0.006716561120706199,0.141758560650029,-0.15487066593285637,"{""type"":""Point"",""coordinates"":[73.2389777323884,33.56566734708587]}"
795,33.34210754000003,-0.10109141341051615,0.23513198166968227,-0.25357406422160056,"{""type"":""Point"",""coordinates"":[73.18327099214606,33.58268883291385]}"
796,33.96760519999998,-0.039452163678329585,0.1828080428581368,-0.2172776743519977,"{""type"":""Point"",""coordinates"":[72.83533678202078,33.529238480085915]}"
797,26.386436839999988,-0.08473685198745752,0.22007982935946444,-0.21148321345440058,"{""type"":""Point"",""coordinates"":[73.20747445265866,33.724505412625334]}"
798,30.97000165999998,-0.054926872507017284,0.25365168539325844,-0.2618929808439952,"{""type"":""Point"",""coordinates"":[72.94100100449083,33.72950081356338]}"
799,29.582285540000044,-0.06837714070635469,0.2586187784059417,-0.262631130222041,"{""type"":""Point"",""coordinates"":[73.26470341147295,33.72894054995753]}"
800,28.99267709000003,-0.052445382323733865,0.24265797043035378,-0.24743443557582667,"{""type"":""Point"",""coordinates"":[73.15694987983089,33.781474963851146]}"
801,30.255635480000024,-0.07202088452088452,0.238798289354604,-0.24106666666666668,"{""type"":""Point"",""coordinates"":[73.11566737007652,33.680268028018205]}"
802,32.63799542000004,0.027925683487209547,0.07529089664613278,-0.09920824894126312,"{""type"":""Point"",""coordinates"":[72.88470878042322,33.78919629572927]}"
803,30.72390422000001,-0.08574720210664911,0.22780569514237856,-0.23908266185834226,"{""type"":""Point"",""coordinates"":[73.26113800949034,33.689939192138915]}"
804,32.79180631999998,-0.040876691073073755,0.1808346780108552,-0.20172426662685675,"{""type"":""Point"",""coordinates"":[72.89678484567531,33.58752936784188]}"
805,29.472908899999993,-0.10513620885357548,0.24186862244897958,-0.2321929998022543,"{""type"":""Point"",""coordinates"":[73.09184736724451,33.511501965036274]}"
806,32.49102056000004,0.013153952178342422,0.16209731484421863,-0.17839636480732762,"{""type"":""Point"",""coordinates"":[72.98405189283127,33.70704337339154]}"
807,36.27818672000001,0.003594761026538714,0.11380551381949054,-0.13482146035814732,"{""type"":""Point"",""coordinates"":[73.12167461589779,33.58837430530543]}"
808,32.93878117999998,-0.024819606867379947,0.17472993689614602,-0.1866176894266782,"{""type"":""Point"",""coordinates"":[72.91743169220634,33.58970089860479]}"
809,34.27180898000006,-0.012464893180598947,0.12967853244604063,-0.15021151502115151,"{""type"":""Point"",""coordinates"":[73.09660547386073,33.57822543240511]}"
810,34.53157850000002,0.013576729090161062,0.12262204109945374,-0.16938528513882115,"{""type"":""Point"",""coordinates"":[72.81026988318783,33.60005518284356]}"
811,29.505380090000017,-0.04374745417515275,0.21489123632156878,-0.23372621523765502,"{""type"":""Point"",""coordinates"":[73.13460431169099,33.500809900380425]}"
812,24.37493207,-0.12869286835439103,0.3211576592145235,-0.313131678388689,"{""type"":""Point"",""coordinates"":[73.11197550062336,33.79849565850708]}"
813,29.09692670000004,-0.06700167504187604,0.21320001465040472,-0.23408218769792483,"{""type"":""Point"",""coordinates"":[73.27050806320405,33.696965244103936]}"
814,36.11412175999999,0.011163170969466368,0.08543025784405095,-0.11380299649346509,"{""type"":""Point"",""coordinates"":[72.97715093666457,33.62791825039888]}"
815,36.50719406000002,0.014364848371044972,0.101227315640407,-0.1236620522334808,"{""type"":""Point"",""coordinates"":[72.8532847743362,33.66939116793019]}"
816,35.32626815000003,0.03027376615015437,0.0928909483682657,-0.12418367173850356,"{""type"":""Point"",""coordinates"":[72.98220439314665,33.66670384056714]}"
817,33.33014447000005,-0.047417099030002255,0.19299087031739778,-0.21890094504725235,"{""type"":""Point"",""coordinates"":[72.93637137492433,33.6926653125905]}"
818,29.961685760000023,-0.03455717068784655,0.22839857651245551,-0.24559757505773672,"{""type"":""Point"",""coordinates"":[73.15508787807752,33.74153094770113]}"
819,31.892867060000015,-0.04129677321617937,0.16218044095766265,-0.19932998324958123,"{""type"":""Point"",""coordinates"":[73.17839239716626,33.66791371983639]}"
820,34.88363456000002,-0.022690387971950884,0.15058393909119097,-0.18239750761169723,"{""type"":""Point"",""coordinates"":[72.96692615082388,33.546731051447125]}"
821,31.75272824000001,-0.09313271054695857,0.26403892141502433,-0.23635923700447634,"{""type"":""Point"",""coordinates"":[72.8442889747949,33.708722475676026]}"
822,34.31111621000002,-0.060645437451271156,0.2177698207923051,-0.23280855751803547,"{""type"":""Point"",""coordinates"":[72.85019023923856,33.66773571739503]}"
823,31.315221680000036,-0.07834894574823739,0.19824922760041194,-0.22367877399241257,"{""type"":""Point"",""coordinates"":[73.14936221963322,33.71508878171708]}"
824,32.02275182000005,-0.06896747459839928,0.2855485016042051,-0.2794782076977953,"{""type"":""Point"",""coordinates"":[72.87510263203153,33.757777014297844]}"
825,36.790889719999996,0.014878145252076551,0.09348193177980411,-0.12185994941270226,"{""type"":""Point"",""coordinates"":[72.83403812465586,33.63105323680443]}"
826,23.73234431000003,-0.08588598614472916,0.21359110095380238,-0.19251128577648433,"{""type"":""Point"",""coordinates"":[72.9592785200162,33.78562277486104]}"
827,31.40409020000004,-0.03242421421700953,0.1717847584166784,-0.19880386222798674,"{""type"":""Point"",""coordinates"":[73.23829962554032,33.64201531869676]}"
828,26.72140280000002,0.011997670355270822,0.19079039730450653,-0.22029996762939252,"{""type"":""Point"",""coordinates"":[73.04618474882288,33.77400801211726]}"
829,33.64972934000002,-0.006663632817578988,0.13081262665912036,-0.1481907162983835,"{""type"":""Point"",""coordinates"":[73.05900972778214,33.598157712618175]}"
830,34.39314869000003,0.0647692085546054,0.04890776262280923,-0.07124873656160985,"{""type"":""Point"",""coordinates"":[73.04547546142715,33.617124627575]}"
831,28.47826508000003,-0.08105110346289983,0.262424046172308,-0.250702949557472,"{""type"":""Point"",""coordinates"":[73.13372323340239,33.74085355427659]}"
832,34.44270998000002,-0.015274759391493324,0.17005975169057927,-0.1969547234727865,"{""type"":""Point"",""coordinates"":[72.84478352943387,33.692648624033424]}"
833,28.015123370000026,-0.08227816837633577,0.246349880541545,-0.2480537728325675,"{""type"":""Point"",""coordinates"":[73.25992352778933,33.71508165545457]}"
834,32.60381522,-0.006975196086943938,0.17081706824606271,-0.19988963995033798,"{""type"":""Point"",""coordinates"":[72.90628712757695,33.606095623625265]}"
835,26.67355052000005,-0.03462189248991279,0.21856436592189477,-0.21921852831780358,"{""type"":""Point"",""coordinates"":[72.93988514312257,33.78265116631293]}"
836,29.172123140000053,-0.0901749663526245,0.24853200234879624,-0.2419231190450115,"{""type"":""Point"",""coordinates"":[72.8269437039407,33.794886752058495]}"
837,28.057848620000016,-0.12380459174866218,0.28930169921178756,-0.2716973023655578,"{""type"":""Point"",""coordinates"":[72.92680703371357,33.76744960874026]}"
838,26.776091120000046,-0.14194494217299233,0.32017626454747466,-0.29687731241675297,"{""type"":""Point"",""coordinates"":[73.08800941569025,33.69288231791105]}"
839,32.11162034000006,-0.03162459346445718,0.1869988239067679,-0.20717651322943095,"{""type"":""Point"",""coordinates"":[72.88490842688923,33.62071389589833]}"
840,32.39531599999998,-0.03225506743678286,0.18725511149105933,-0.21168387378217246,"{""type"":""Point"",""coordinates"":[72.81106176491895,33.646123866845684]}"
841,32.17656271999999,-0.0688338874522842,0.21730593927494565,-0.2350158289759186,"{""type"":""Point"",""coordinates"":[73.21277734132278,33.572710336416876]}"
842,34.557213649999994,0.02684265163873647,0.08997890470574556,-0.13200386420093846,"{""type"":""Point"",""coordinates"":[73.2403240805163,33.53318736720506]}"
843,26.856414589999986,-0.08657987707496491,0.2781994838317899,-0.26773446763659636,"{""type"":""Point"",""coordinates"":[73.20163391334512,33.768229300187365]}"
844,36.28844078000003,0.03224977102180515,0.0810432410116494,-0.10488176264470088,"{""type"":""Point"",""coordinates"":[73.0232146368603,33.55902864002846]}"
845,31.075960280000004,-0.013337807230937002,0.20406671539637186,-0.2363958923271127,"{""type"":""Point"",""coordinates"":[72.92801313107425,33.72369878173835]}"
846,28.20995051,-0.062238298023983035,0.20096696212731668,-0.20227483563909168,"{""type"":""Point"",""coordinates"":[72.94849436001383,33.78871739673561]}"
847,20.74670384000001,-0.09416567891478994,0.19884559884559885,-0.1864051789794364,"{""type"":""Point"",""coordinates"":[73.0746121941927,33.79666404393543]}"
848,28.358634380000012,0.013845538215286115,0.13600324519674006,-0.14875447494033414,"{""type"":""Point"",""coordinates"":[73.14201693933529,33.732079297072424]}"
849,32.04155093000003,-0.0777755185034567,0.2091475933389096,-0.20356494096276112,"{""type"":""Point"",""coordinates"":[73.05368243607587,33.655151685961]}"
850,33.29596427000001,-0.015199279441567215,0.1813953488372093,-0.21424723942903312,"{""type"":""Point"",""coordinates"":[73.29791188990175,33.657747755898654]}"
851,30.091570520000005,-0.05383618373217842,0.22789053003793877,-0.23079195126453755,"{""type"":""Point"",""coordinates"":[73.01597736165063,33.66340437725438]}"
852,30.501732919999995,-0.07517843224159802,0.24751737835153922,-0.25100026673779674,"{""type"":""Point"",""coordinates"":[73.19192642001236,33.668897746877555]}"
853,27.394752740000058,-0.09365528045499438,0.26476438037848804,-0.255861246358108,"{""type"":""Point"",""coordinates"":[73.20019536257075,33.75426284483655]}"
854,33.93513401000001,0.03436174879368329,0.05767417029984874,-0.08096900916630292,"{""type"":""Point"",""coordinates"":[73.10549009495345,33.62723569868304]}"
855,32.42607817999999,-0.024757390385292892,0.16923076923076924,-0.1918349102287119,"{""type"":""Point"",""coordinates"":[73.02598774125131,33.61030701908421]}"
856,32.84478563000005,-0.030165845575725297,0.16957807041117978,-0.1952965410694361,"{""type"":""Point"",""coordinates"":[72.94542628307279,33.616850465404234]}"
857,27.88352960000003,-0.07114862827856497,0.2764963713443989,-0.2781954887218045,"{""type"":""Point"",""coordinates"":[73.01344726475703,33.765612661045964]}"
858,33.97444124000003,0.027650397275822927,0.11499080212418868,-0.14336560364464693,"{""type"":""Point"",""coordinates"":[72.86768577266825,33.54417572595683]}"
859,30.67605193999998,-0.07260683205611118,0.23184784635465225,-0.22973828226797216,"{""type"":""Point"",""coordinates"":[73.17001606197665,33.59188876629178]}"
860,32.17656271999999,-0.06265537967712496,0.20615076884610575,-0.22310158103482622,"{""type"":""Point"",""coordinates"":[73.24645086497013,33.63287864037545]}"
861,32.579889080000044,-0.02114280769563587,0.17591177838304656,-0.2039449073286856,"{""type"":""Point"",""coordinates"":[72.83505514898798,33.61470502883743]}"
862,31.639933580000047,-0.0662065699110254,0.2470225141455308,-0.23350293542074363,"{""type"":""Point"",""coordinates"":[72.95270349016457,33.718416859038015]}"
863,36.71569327999998,0.03969826759572972,0.0828032364442362,-0.11058127714628962,"{""type"":""Point"",""coordinates"":[73.1264831515221,33.555213629516295]}"
864,31.86552290000003,0.024006696762235043,0.09741831383622429,-0.12154734093719939,"{""type"":""Point"",""coordinates"":[73.05203811030724,33.518904618749296]}"
865,35.05624456999999,-0.04557184838223668,0.1992813756523227,-0.2148923631573474,"{""type"":""Point"",""coordinates"":[73.25092313551256,33.542210671394734]}"
866,33.67023746000001,0.019477876620733765,0.11538079962961738,-0.1470353177234777,"{""type"":""Point"",""coordinates"":[72.94001141286013,33.64066291251406]}"
867,33.03448574000004,-0.0344481506626915,0.20820548181348045,-0.2269878505654564,"{""type"":""Point"",""coordinates"":[72.85174887359675,33.701946857132334]}"
868,33.957351140000014,-0.02791288453793488,0.1874597380287739,-0.22110996614161638,"{""type"":""Point"",""coordinates"":[72.83104015470573,33.51424460012346]}"
869,31.007599880000043,-0.11131016362116326,0.29939952520597685,-0.28842425920797565,"{""type"":""Point"",""coordinates"":[73.08435096972778,33.57522130178179]}"
870,35.181002300000046,0.010370082312528355,0.09068181006464517,-0.10781397373576145,"{""type"":""Point"",""coordinates"":[73.1060083738527,33.56545961334192]}"
871,34.398275720000015,-0.041850318994755636,0.20803159973666885,-0.228484346646465,"{""type"":""Point"",""coordinates"":[72.81816251334833,33.59359272309364]}"
872,35.43735379999998,0.01261706163991689,0.11209089367474988,-0.16062579640379443,"{""type"":""Point"",""coordinates"":[72.90755813479258,33.56193076555047]}"
873,29.729260400000044,-0.03512747875354107,0.17909002904162633,-0.2185415740329035,"{""type"":""Point"",""coordinates"":[73.27508090265079,33.739606417925664]}"
874,31.469032580000032,-0.010573704943281106,0.14998314796090326,-0.1728310188367936,"{""type"":""Point"",""coordinates"":[73.01172036361869,33.55198459027283]}"
875,31.84330577000003,-0.039527736360040165,0.17015191217523848,-0.18882238307349666,"{""type"":""Point"",""coordinates"":[73.15806622891303,33.62552602851391]}"
876,33.10284614,-0.01525284524228558,0.15434898612593384,-0.18069247825345386,"{""type"":""Point"",""coordinates"":[73.15829083544276,33.56861718737868]}"
877,29.82496495999999,-0.04010949773863366,0.19605830424964074,-0.20483921000930616,"{""type"":""Point"",""coordinates"":[73.09553995651157,33.66615019755792]}"
878,25.164494690000026,-0.10169964889881902,0.2296217130897513,-0.2127986647926915,"{""type"":""Point"",""coordinates"":[72.944948176227,33.7424832545302]}"
879,28.3278722,-0.08787562802161342,0.25539673278879815,-0.25315764568849414,"{""type"":""Point"",""coordinates"":[72.86160900211145,33.78526638883415]}"
880,30.11891467999999,-0.1265477860148267,0.22748111601100293,-0.20965555818506487,"{""type"":""Point"",""coordinates"":[73.27031134366948,33.62220933959019]}"
881,27.049532720000002,-0.06830359026283593,0.13638199524301037,-0.15699533948642969,"{""type"":""Point"",""coordinates"":[73.268122649637,33.75962229900444]}"
882,33.60529508000002,-0.0702264731415343,0.22225700967091075,-0.23256915332128889,"{""type"":""Point"",""coordinates"":[73.19309486215857,33.5491661195151]}"
883,29.38574939,-0.10088802394230298,0.26154422788605697,-0.2539070503865139,"{""type"":""Point"",""coordinates"":[72.8455899599807,33.77274159687785]}"
884,38.73232508000001,0.03387186243239495,0.07003801405368044,-0.0914324880054832,"{""type"":""Point"",""coordinates"":[73.11126168732517,33.53328481193351]}"
885,26.706021710000016,-0.10158416162664376,0.2870945741133677,-0.2746819768096364,"{""type"":""Point"",""coordinates"":[73.00069781656985,33.738266691581664]}"
886,26.40010891999998,-0.12103813348378746,0.29007371195050224,-0.28209215820238365,"{""type"":""Point"",""coordinates"":[73.29440210530407,33.7701233891604]}"
887,37.771861460000025,0.011518006382008813,0.08764420665440562,-0.11512616566099836,"{""type"":""Point"",""coordinates"":[73.12362945022586,33.56321168270166]}"
888,34.887052580000045,-0.0475120855510523,0.18836672514079955,-0.20525882088545958,"{""type"":""Point"",""coordinates"":[73.25663550893697,33.53893325652488]}"
889,34.26668195000002,0.028978041084422694,0.07563085153811859,-0.09997446839552103,"{""type"":""Point"",""coordinates"":[73.10607356859487,33.63499539213042]}"
890,37.53260006000005,-0.019796188540993197,0.1450893628789712,-0.16281682229867303,"{""type"":""Point"",""coordinates"":[72.81110808612645,33.730582563384466]}"
891,33.67878251000002,-0.024233675287179804,0.18015323907773434,-0.20839976808233077,"{""type"":""Point"",""coordinates"":[73.00850538662063,33.508861493460884]}"
892,31.52030288000003,0.0376983801349067,0.07402047881596542,-0.10129411543735091,"{""type"":""Point"",""coordinates"":[73.12977051797543,33.63208348799772]}"
893,32.251759160000006,-0.07314650130590139,0.2134949538874092,-0.22775435380384967,"{""type"":""Point"",""coordinates"":[73.28146923066386,33.67466993331891]}"
894,22.710356330000025,-0.019459657416809547,0.19133953235030932,-0.1997179070268576,"{""type"":""Point"",""coordinates"":[73.00420969511653,33.77444825825375]}"
895,34.61361098000003,0.0014874496436318562,0.12057033559380977,-0.14371916373833102,"{""type"":""Point"",""coordinates"":[73.1502987693719,33.621017940962986]}"
896,26.969209250000006,-0.10856193978006337,0.2746011026904869,-0.25742840668844896,"{""type"":""Point"",""coordinates"":[73.14893912449867,33.73744424513552]}"
897,30.272725580000042,-0.056813221078889926,0.21931213124190532,-0.24319565695840364,"{""type"":""Point"",""coordinates"":[73.2527447887875,33.70851199859704]}"
898,34.34016938000002,-0.045233622566121,0.18891602224935558,-0.21483278461271876,"{""type"":""Point"",""coordinates"":[73.22722155691312,33.66882234211236]}"
899,33.68732756000003,-0.03441428505964837,0.1896354852876592,-0.20380410630166207,"{""type"":""Point"",""coordinates"":[72.92237499521724,33.6005803105014]}"
900,28.307364080000013,-0.11417968687785689,0.2859795216823839,-0.27264458149138604,"{""type"":""Point"",""coordinates"":[73.01995424883818,33.67795599659969]}"
901,31.845014780000042,-0.07096815367923927,0.25109967941549244,-0.2520331269118854,"{""type"":""Point"",""coordinates"":[73.26787932078982,33.687914194335335]}"
902,24.369805040000017,-0.18090911958613293,0.36508168028004667,-0.3347119224187108,"{""type"":""Point"",""coordinates"":[73.10408574202629,33.77213721807571]}"
903,35.12631398000002,-0.04841748304446119,0.19741796664873587,-0.20807554542494303,"{""type"":""Point"",""coordinates"":[72.89358869321285,33.65172612678787]}"
904,35.35361231000002,0.013776313905198338,0.09863603732950467,-0.14095427435387675,"{""type"":""Point"",""coordinates"":[72.86731008106763,33.60643500238593]}"
905,24.865417940000043,-0.10688613840330058,0.21744011976047903,-0.19837907533615767,"{""type"":""Point"",""coordinates"":[72.96499255668432,33.79151143399459]}"
906,23.98356878000004,-0.08359569569099197,0.15995975855130784,-0.14345217434422572,"{""type"":""Point"",""coordinates"":[73.27066991521873,33.79527363594433]}"
907,32.73369997999998,0.004847183119031724,0.13990291907706628,-0.17124995729853448,"{""type"":""Point"",""coordinates"":[73.21526595981645,33.645342057862905]}"
908,30.300069740000026,-0.010581537452681153,0.18466752856493937,-0.20406278855032317,"{""type"":""Point"",""coordinates"":[72.813851185007,33.79805928306771]}"
909,32.152636580000035,-0.09230955113876639,0.26316892552745563,-0.260263469714923,"{""type"":""Point"",""coordinates"":[73.07928672703714,33.58962911021371]}"
910,31.892867060000015,-0.08940464177598385,0.17800247326689458,-0.22181982797645994,"{""type"":""Point"",""coordinates"":[73.26230972645887,33.7504835593882]}"
911,33.04986683000004,0.024947173581876852,0.08136683197994442,-0.10341631601386546,"{""type"":""Point"",""coordinates"":[73.03158531644904,33.65097558930557]}"
912,32.407279070000016,-0.07186615990697835,0.20504165609817962,-0.2033043037777388,"{""type"":""Point"",""coordinates"":[73.24729894559339,33.57628967137591]}"
913,34.97592110000005,-0.04946732290823002,0.2096079276174063,-0.23365923321981763,"{""type"":""Point"",""coordinates"":[72.82635974563462,33.52794325786791]}"
914,32.63970443000005,-0.05697458447764037,0.19560415881053708,-0.2148669853665657,"{""type"":""Point"",""coordinates"":[72.8895181799884,33.62229030178925]}"
915,26.157429500000035,-0.034379297412176525,0.24336914869637088,-0.24547472998908668,"{""type"":""Point"",""coordinates"":[73.06253021899444,33.771456454919665]}"
916,34.34871443000003,-0.055828383455716134,0.19100293688338638,-0.21783851825211292,"{""type"":""Point"",""coordinates"":[73.23492848887001,33.674966894273396]}"
917,28.32616318999999,-0.05766780120336167,0.24637405668447165,-0.24578203374373006,"{""type"":""Point"",""coordinates"":[72.92057894543247,33.76775090792332]}"
918,28.93286174000002,-0.1447499283583096,0.3234720922980979,-0.2926866410324742,"{""type"":""Point"",""coordinates"":[72.94218235894576,33.72187189941731]}"
919,31.011017900000013,-0.022867194371152155,0.17164085127817655,-0.18788188301384354,"{""type"":""Point"",""coordinates"":[73.22871512667884,33.613574252897756]}"
920,36.722529320000035,0.011841742908723724,0.1006441498244777,-0.12315236670956074,"{""type"":""Point"",""coordinates"":[73.15147528989351,33.56060298276175]}"
921,26.659878440000057,-0.16035362610508158,0.30209299512037746,-0.2619401235050418,"{""type"":""Point"",""coordinates"":[72.80529852600048,33.63790224256287]}"
922,34.13850620000005,-0.04160457769565477,0.1892609228256431,-0.22096069868995633,"{""type"":""Point"",""coordinates"":[72.86893984638499,33.519094496558566]}"
923,23.423013500000025,-0.09038747866506881,0.2533811988645851,-0.2440853532214626,"{""type"":""Point"",""coordinates"":[73.03730641925624,33.765167355975976]}"
924,33.23443990999999,-0.004015464763923512,0.1315802755766416,-0.17566858940744626,"{""type"":""Point"",""coordinates"":[73.29828547364416,33.6706275693288]}"
925,35.48862410000004,-0.036498990325205705,0.17963845916372242,-0.21377898563512512,"{""type"":""Point"",""coordinates"":[72.88052083896169,33.7467117975054]}"
926,32.24150510000004,-0.06913396525508718,0.2269537776127715,-0.23761375126390294,"{""type"":""Point"",""coordinates"":[72.89799950163379,33.699702579525365]}"
927,27.38449867999998,-0.07347917290979922,0.2730826640130784,-0.27880908182207625,"{""type"":""Point"",""coordinates"":[72.946437153713,33.767281258443525]}"
928,33.07037495000003,-0.025495507115525173,0.2135540329692694,-0.2457737773986316,"{""type"":""Point"",""coordinates"":[72.89060808393498,33.517707618799065]}"
929,30.139422800000034,-0.06419581099249996,0.2271139585707081,-0.23544456145629608,"{""type"":""Point"",""coordinates"":[73.2760266064365,33.6009094945384]}"
930,30.735867289999987,-0.01622702048759961,0.25216715005590035,-0.26530879559892595,"{""type"":""Point"",""coordinates"":[73.14523743716732,33.67832993991274]}"
931,31.328893760000028,-0.05267338832875038,0.21333990702915903,-0.22524893314366998,"{""type"":""Point"",""coordinates"":[72.86917808755166,33.731384954366845]}"
932,34.45638206000001,-0.0018082160818217777,0.16791831357048748,-0.19632916090286448,"{""type"":""Point"",""coordinates"":[72.98631988634372,33.691250273032914]}"
933,27.456277100000023,-0.061979003173938826,0.22507443469864005,-0.22942744084632158,"{""type"":""Point"",""coordinates"":[73.2724787842339,33.71143901114631]}"
934,31.923629240000025,6.984741027294219E-4,0.1468121839930941,-0.19831196443528123,"{""type"":""Point"",""coordinates"":[73.23224147051442,33.65623915480335]}"
935,31.686076850000006,-0.05840447276662258,0.22727035081298688,-0.24231732702960165,"{""type"":""Point"",""coordinates"":[72.94712497887133,33.5061799732774]}"
936,32.28252134000002,-0.0560343466868706,0.204219014363368,-0.22377903786354492,"{""type"":""Point"",""coordinates"":[73.29982877589613,33.50834952789703]}"
937,30.81619076000004,-0.08099047170921068,0.2758321474436847,-0.27256361433269866,"{""type"":""Point"",""coordinates"":[73.16057810805373,33.65484118049393]}"
938,29.073000560000025,-0.12346600870073372,0.29330642448705013,-0.27755011629194815,"{""type"":""Point"",""coordinates"":[73.06714063819632,33.73518828459553]}"
939,24.070728290000034,-0.14565571596377552,0.28717086357734306,-0.26015921310382195,"{""type"":""Point"",""coordinates"":[73.19252596790763,33.7672950152688]}"
940,37.11901964000003,0.01138722868826675,0.09303377038917678,-0.11419151274506328,"{""type"":""Point"",""coordinates"":[73.1244026500015,33.55757275721696]}"
941,30.464134700000045,-0.04558797100581082,0.19050542254962144,-0.19859909353110836,"{""type"":""Point"",""coordinates"":[73.04328126271687,33.55582103567968]}"
942,34.57943078000005,0.035010032519200165,0.05579106737320212,-0.08183369531492399,"{""type"":""Point"",""coordinates"":[73.00712045092426,33.609790569405824]}"
943,32.29277539999998,0.004828293801677832,0.10066083706027636,-0.1399633585675274,"{""type"":""Point"",""coordinates"":[72.86422223784766,33.604095346388156]}"
944,28.873046390000013,-0.06798809362738466,0.20564369856998302,-0.2282257750807173,"{""type"":""Point"",""coordinates"":[73.22303449457547,33.73632197719875]}"
945,30.68972402000003,-0.015278792305819333,0.15059326710816778,-0.1672206865180727,"{""type"":""Point"",""coordinates"":[73.20529650806253,33.636488057204794]}"
946,34.70760653000002,-0.022321093057163042,0.17498488382136995,-0.18462395931305953,"{""type"":""Point"",""coordinates"":[72.82365549599076,33.74238063629108]}"
947,32.268849260000025,-0.033183693278330505,0.19252179392920912,-0.2168911435818656,"{""type"":""Point"",""coordinates"":[73.1631778411149,33.61580222331128]}"
948,30.060808339999994,-0.06953807175496539,0.27462257368799425,-0.2699663347897715,"{""type"":""Point"",""coordinates"":[73.28470627133258,33.63801608239326]}"
949,24.01774898000002,-0.08140003665017409,0.26196484324879177,-0.24387673369588128,"{""type"":""Point"",""coordinates"":[73.01224460070875,33.76378704389824]}"
950,34.35725948000004,-0.016618400534640233,0.17223782450852798,-0.19393040899973837,"{""type"":""Point"",""coordinates"":[72.98689592826214,33.58208591890688]}"
951,35.676615200000015,-0.023211113376241373,0.19057946458827515,-0.23031130721014112,"{""type"":""Point"",""coordinates"":[72.96178640257553,33.527181595819144]}"
952,32.21074292000003,-0.023083208497889147,0.13533323258274144,-0.14773508517301964,"{""type"":""Point"",""coordinates"":[73.00158378069624,33.678522353577605]}"
953,26.39327288000004,-0.06977750531895713,0.2141775467605288,-0.21801609459681393,"{""type"":""Point"",""coordinates"":[73.28240650062881,33.75285793587475]}"
954,26.743619930000023,-0.15386507327941665,0.35841665105346526,-0.3436552328324011,"{""type"":""Point"",""coordinates"":[73.15940745819998,33.788126748832106]}"
955,33.236148920000005,-0.01291015026065624,0.16622532923772199,-0.18261398829236855,"{""type"":""Point"",""coordinates"":[72.99083668409646,33.609989755118896]}"
956,33.357488630000034,0.022888247639034628,0.07891449571844959,-0.10452961672473868,"{""type"":""Point"",""coordinates"":[73.08965816970193,33.556478592499076]}"
957,34.692225440000016,-0.03787975900525574,0.18041988628079894,-0.1941740412979351,"{""type"":""Point"",""coordinates"":[73.14824610460329,33.55211560309654]}"
958,31.639933580000047,-0.06439055520102106,0.2305592445034676,-0.24521258725596326,"{""type"":""Point"",""coordinates"":[73.22423891284758,33.69378396936963]}"
959,32.57818007000003,-9.262390284781746E-4,0.1543091608877736,-0.18018236660541553,"{""type"":""Point"",""coordinates"":[73.00083566657709,33.711894988794946]}"
960,31.39383614000002,-0.03497891342098735,0.18005197376562307,-0.20133177359848825,"{""type"":""Point"",""coordinates"":[72.96524277180663,33.60272128395713]}"
961,34.11116204000001,-0.02053016122214842,0.1807321503423222,-0.21354204064048252,"{""type"":""Point"",""coordinates"":[72.95419573644857,33.52328002939739]}"
962,35.42709974000002,0.0012043114349370746,0.13245033112582782,-0.17301368409886497,"{""type"":""Point"",""coordinates"":[72.9067568288541,33.56149616024934]}"
963,32.14580053999998,-0.06225535246264338,0.20021536804861165,-0.21839618958382134,"{""type"":""Point"",""coordinates"":[72.83407142590421,33.56689619119129]}"
964,26.49239546000001,-0.02520655370396303,0.19050329295064639,-0.18997114876671137,"{""type"":""Point"",""coordinates"":[73.03425728326044,33.76828369331982]}"
965,31.13406662,-0.036488365915021956,0.18871644144951433,-0.21071845794392524,"{""type"":""Point"",""coordinates"":[73.19795879699012,33.561141291405114]}"
966,35.922712639999986,-0.008758556781155651,0.1478621721827273,-0.1929440045248869,"{""type"":""Point"",""coordinates"":[72.86340148332846,33.51844737433096]}"
967,32.65508552000006,-0.054928562852683396,0.2311195180047639,-0.2318962495618647,"{""type"":""Point"",""coordinates"":[72.82813826863423,33.707902765632575]}"
968,33.22931288000001,-0.018029508558111706,0.17598268366771558,-0.18854327524082654,"{""type"":""Point"",""coordinates"":[72.97635788534556,33.555717745605044]}"
969,33.46344725000006,-0.03677091489721032,0.15961739906925626,-0.1941290893015031,"{""type"":""Point"",""coordinates"":[72.99857934382135,33.63275416641319]}"
970,30.679469960000006,-0.05624506552976472,0.18729144479943202,-0.19809428284854563,"{""type"":""Point"",""coordinates"":[73.06226841905111,33.526524678114626]}"
